token,loss
shakur</w>,-0.2940818071365356
mock</w>,-0.2951413989067077
neuroscience</w>,-0.29690021276474
ðŁıĨðŁıĨ,-0.2978821992874145
Ã´,-0.2986232936382293
tupac</w>,-0.2989221513271332
yen</w>,-0.298936128616333
cassi,-0.3025470077991485
mong</w>,-0.303996205329895
person,-0.3040220737457275
garu</w>,-0.3045084774494171
endure</w>,-0.3048993349075317
slou,-0.3050629198551178
amrit,-0.3052819967269897
rine</w>,-0.3057466447353363
deeplear,-0.3071480393409729
yaya</w>,-0.3077208697795868
of,-0.3080540299415588
disappro,-0.3081773817539215
jr,-0.3082048892974853
barak</w>,-0.3091546297073364
leo</w>,-0.3093688488006592
lyric,-0.3097767829895019
mcdermott</w>,-0.3103402554988861
dsley</w>,-0.3106151223182678
marian</w>,-0.3107836246490478
koko,-0.3109511137008667
plau,-0.3115665018558502
sampson</w>,-0.3118624985218048
riddle</w>,-0.3121815323829651
mahog,-0.3126210272312164
williams,-0.3127736449241638
michal,-0.3131594955921173
leave,-0.3137393891811371
alejandro</w>,-0.3166077136993408
kaeper,-0.3171584904193878
horror,-0.3176703453063965
blush</w>,-0.3180702924728393
sian</w>,-0.3183004558086395
ðŁĵ¸:</w>,-0.3199321329593658
affl,-0.320543885231018
veni</w>,-0.3205855190753937
remove</w>,-0.3215146958827972
bolo</w>,-0.3217049539089203
mgs</w>,-0.3221511840820312
manic</w>,-0.3236809074878692
phillips</w>,-0.323781669139862
apu,-0.3239098191261291
simba</w>,-0.3248761296272278
amate,-0.3254144191741943
laurel,-0.326513797044754
skrillex</w>,-0.3266068398952484
luke</w>,-0.3267380595207214
chy</w>,-0.3273516595363617
ê¹Ģ,-0.3283397853374481
jig,-0.3294332325458526
cher,-0.3295096158981323
lawrence</w>,-0.3306106030941009
à¤ķ</w>,-0.33088418841362
salvador</w>,-0.3310364484786987
mariah,-0.3325511813163757
âľĪï¸ı,-0.3325785100460052
demarcus</w>,-0.3326443433761596
gangsta</w>,-0.333279550075531
prow,-0.3333672285079956
õ</w>,-0.333522230386734
morrison</w>,-0.3338857889175415
oung,-0.33493772149086
zig,-0.3352308869361877
bode</w>,-0.336533635854721
grandma</w>,-0.3373725116252899
nowhere</w>,-0.3406194150447845
philosoph,-0.3406473100185394
moby</w>,-0.3406918048858642
guy</w>,-0.3411876857280731
buccane,-0.3418951332569122
inity</w>,-0.3430213034152984
scanned</w>,-0.3433296084403991
orph,-0.3434546291828155
breakingbad</w>,-0.343925416469574
concier,-0.3445474803447723
told</w>,-0.3449917435646057
individu,-0.3454264402389526
ivan,-0.3460884392261505
symptoms</w>,-0.3462867140769958
as,-0.3498612344264984
silic,-0.3506044745445251
lionel</w>,-0.3508524894714355
hideous</w>,-0.3516824543476105
upset</w>,-0.3517937958240509
spanish</w>,-0.3519142866134643
staring</w>,-0.353765457868576
disgusted</w>,-0.3540403246879577
powers</w>,-0.3542446792125702
kidding</w>,-0.3545845150947571
missi,-0.3546491861343384
zaf,-0.3560301661491394
rapp,-0.3562031686306
scar</w>,-0.3564822077751159
loveher</w>,-0.3577135503292084
jac,-0.3583356440067291
beanie</w>,-0.35877525806427
ðŁĮ¿</w>,-0.3592636287212372
ðŁĺĬðŁĺĬðŁĺĬ</w>,-0.3600277304649353
brit,-0.3612366020679474
abdullah</w>,-0.3618610501289367
apostle</w>,-0.3621434569358825
examines</w>,-0.3638800680637359
et</w>,-0.3647304475307464
oomf</w>,-0.3648243546485901
edited</w>,-0.3651754558086395
aryan</w>,-0.3661898970603943
khali,-0.3676557242870331
peterson</w>,-0.3681889176368713
tatt,-0.368333637714386
hela</w>,-0.3690117001533508
bergman</w>,-0.3703515231609344
kiba,-0.3710114359855652
mq,-0.3711196780204773
calvin</w>,-0.3712276518344879
oma</w>,-0.3717318475246429
leroy</w>,-0.3717750608921051
halder</w>,-0.37452432513237
horror</w>,-0.375439316034317
felici,-0.3754438459873199
fun</w>,-0.3755058050155639
sley</w>,-0.3760772347450256
sheed</w>,-0.3763175010681152
li,-0.376409113407135
buffal,-0.377433568239212
bez</w>,-0.3774862289428711
childish</w>,-0.3777704834938049
âĿ¤âĿ¤,-0.3778523206710815
jimi</w>,-0.378658264875412
lender</w>,-0.3788307011127472
gnment</w>,-0.3790348768234253
terrier</w>,-0.3791912794113159
noisse,-0.3792599141597748
alli</w>,-0.3793182671070099
P,-0.3793336749076843
atem,-0.3795027434825897
turer</w>,-0.3797982037067413
injustice</w>,-0.3801442980766296
kame,-0.3806685209274292
anner</w>,-0.3808659315109253
li</w>,-0.3810032308101654
raja,-0.3832913637161255
vampire,-0.3838045299053192
knigh,-0.3846625089645386
reminiscent</w>,-0.3849836587905884
repre,-0.3855624794960022
beck,-0.3856574892997741
grumpy</w>,-0.3861399590969085
--</w>,-0.3869253098964691
pearl</w>,-0.3880358040332794
beat,-0.3893774747848511
derel,-0.3898997604846954
letit,-0.3904402256011963
ders,-0.3909867703914642
sympathi,-0.3913546800613403
